date,open,close,high,low,volume
2024-01-02,36.15,36.92,37.72,35.36,36971.67
2024-01-03,36.13,36.6,37.27,35.66,25048.0
2024-01-04,36.15,36.1,36.43,35.16,25770.0
2024-01-05,35.74,34.55,35.94,34.3,22730.94
2024-01-08,34.25,33.53,34.72,33.5,11258.0
2024-01-09,33.37,33.71,34.7,33.3,12080.0
2024-01-10,33.4,33.57,34.19,32.94,8802.0
2024-01-11,33.61,33.71,34.01,33.44,8114.0
2024-01-12,33.77,34.32,35.3,33.57,15618.0
2024-01-15,34.29,34.0,34.29,33.36,10413.0
2024-01-16,33.94,35.05,35.25,33.74,17097.0
2024-01-17,35.15,33.86,35.25,33.74,10584.0
2024-01-18,33.63,33.21,33.82,32.16,11779.0
2024-01-19,33.22,32.74,33.75,32.54,5741.99
2024-01-22,32.75,30.27,32.76,29.91,11086.0
2024-01-23,30.13,30.2,30.53,29.37,7445.0
2024-01-24,30.98,30.16,31.04,29.3,7330.0
2024-01-25,30.42,30.92,30.96,29.47,8726.69
2024-01-26,30.77,30.62,31.36,30.5,6340.0
2024-01-29,30.76,30.1,31.27,29.43,6095.2
2024-01-30,30.1,28.87,30.11,28.69,4978.0
2024-01-31,28.16,26.01,28.38,25.98,14272.55
2024-02-01,25.69,25.37,25.98,24.9,6739.0
2024-02-02,25.45,23.75,25.79,22.95,9602.0
2024-02-05,23.82,21.38,23.82,21.38,11887.0
2024-02-06,19.93,20.65,22.02,19.35,13118.0
2024-02-07,20.84,19.47,21.7,19.3,18848.0
2024-02-08,19.52,20.82,21.42,18.63,20997.0
2024-02-19,21.06,21.61,22.19,20.77,19801.02
2024-02-20,21.7,22.25,22.65,21.18,11001.02
2024-02-21,22.23,22.86,23.45,21.87,12716.55
2024-02-22,22.86,23.24,23.4,22.68,11066.2
2024-02-23,23.5,24.34,24.69,23.31,12659.38
2024-02-26,24.69,24.77,25.32,24.34,12345.3
2024-02-27,25.0,25.61,25.64,24.59,8254.0
2024-02-28,26.17,23.05,26.68,23.05,20932.0
2024-02-29,22.15,24.03,24.14,22.15,15951.0
2024-03-01,24.16,24.09,24.35,23.79,11344.26
2024-03-04,24.08,24.83,26.5,23.23,22993.11
2024-03-05,24.83,24.2,24.83,23.91,15468.0
2024-03-06,23.9,24.68,25.33,23.9,15134.0
2024-03-07,24.61,25.14,26.19,24.55,21539.0
2024-03-08,24.9,24.83,25.44,24.35,12419.0
2024-03-11,24.78,25.75,25.86,24.66,16028.0
2024-03-12,25.76,25.82,26.19,25.15,11709.0
2024-03-13,25.77,25.79,26.15,25.53,13291.0
2024-03-14,26.02,25.34,26.02,24.91,12345.0
2024-03-15,25.31,25.9,26.09,25.16,12221.0
2024-03-18,25.91,26.55,26.59,25.91,11857.0
2024-03-19,26.67,26.32,26.87,26.22,9764.73
2024-03-20,26.35,26.93,27.08,26.28,9967.0
2024-03-21,27.04,26.76,27.13,26.14,11628.0
2024-03-22,26.96,25.96,27.01,25.77,12057.0
2024-03-25,25.85,24.97,25.97,24.87,9310.0
2024-03-26,24.88,25.13,25.32,24.5,8563.0
2024-03-27,25.15,24.28,25.24,24.28,8639.0
2024-03-28,24.32,24.97,25.69,24.29,9075.0
2024-03-29,24.97,25.09,25.46,24.56,8974.8
2024-04-01,25.09,25.93,26.33,25.09,10468.0
2024-04-02,28.15,28.52,28.52,28.15,15079.11
2024-04-03,29.74,31.37,31.37,28.66,79687.39
2024-04-08,29.87,28.23,29.99,28.23,49203.0
2024-04-09,26.74,27.04,27.68,26.69,36980.63
2024-04-10,26.89,25.88,26.89,25.53,27597.63
2024-04-11,25.54,26.67,27.25,25.15,27988.36
2024-04-12,26.27,26.59,27.31,26.15,24362.56
2024-04-15,25.94,23.93,26.87,23.93,24228.56
2024-04-16,23.95,21.54,24.2,21.54,24338.0
2024-04-17,21.56,22.93,23.04,21.56,20236.73
2024-04-18,22.9,22.67,23.1,22.31,17932.0
2024-04-19,22.62,23.2,23.42,22.41,13543.63
