date,open,close,high,low,volume
2024-01-02,5.42,5.57,5.59,5.4,57813.4
2024-01-03,5.6,5.62,5.64,5.56,41381.4
2024-01-04,5.63,5.69,5.69,5.6,40716.48
2024-01-05,5.69,5.61,5.7,5.58,34373.32
2024-01-08,5.62,5.52,5.63,5.52,31393.4
2024-01-09,5.52,5.58,5.62,5.52,31562.56
2024-01-10,5.57,5.56,5.63,5.51,27734.6
2024-01-11,5.57,5.62,5.64,5.55,27079.16
2024-01-12,5.67,5.7,5.81,5.66,74646.92
2024-01-15,5.66,5.6,5.7,5.59,38682.16
2024-01-16,5.6,5.59,5.64,5.5,37821.88
2024-01-17,5.57,5.52,5.63,5.5,28590.16
2024-01-18,5.46,5.4,5.53,5.28,53279.4
2024-01-19,5.43,5.28,5.44,5.24,42765.6
2024-01-22,5.29,4.94,5.29,4.89,58635.2
2024-01-23,4.94,4.88,4.94,4.73,73509.0
2024-01-24,4.92,4.96,4.97,4.75,51661.55
2024-01-25,4.97,5.19,5.19,4.97,43529.2
2024-01-26,5.2,5.32,5.39,5.16,47047.0
2024-01-29,5.3,5.14,5.37,5.11,38163.0
2024-01-30,5.11,5.02,5.19,5.0,41742.0
2024-01-31,4.98,4.8,5.04,4.79,44607.84
2024-02-01,4.76,4.61,4.79,4.49,57230.96
2024-02-02,4.53,4.36,4.66,4.19,61707.96
2024-02-05,4.23,3.92,4.31,3.92,83091.0
2024-02-06,3.81,3.9,4.04,3.54,90115.71
2024-02-07,3.88,3.65,3.89,3.61,91857.88
2024-02-08,3.72,3.97,3.97,3.6,95369.29
2024-02-19,3.99,4.1,4.18,3.98,69515.3
2024-02-20,4.1,4.12,4.14,4.04,38870.28
2024-02-21,4.1,4.19,4.34,4.08,56280.86
2024-02-22,4.17,4.28,4.29,4.17,40204.41
2024-02-23,4.34,4.39,4.4,4.27,53807.69
2024-02-26,4.4,4.45,4.53,4.36,54846.21
2024-02-27,4.45,4.57,4.58,4.42,39883.9
2024-02-28,4.59,4.23,4.68,4.21,82491.96
2024-02-29,4.23,4.35,4.36,4.18,55164.0
2024-03-01,4.35,4.37,4.4,4.3,39916.56
2024-03-04,4.37,4.34,4.4,4.3,28959.36
2024-03-05,4.32,4.17,4.33,4.15,49599.32
2024-03-06,4.17,4.21,4.25,4.14,39060.72
2024-03-07,4.2,4.21,4.31,4.19,37920.4
2024-03-08,4.17,4.24,4.27,4.17,26287.0
2024-03-11,4.25,4.3,4.32,4.22,34181.37
2024-03-12,4.29,4.37,4.37,4.28,45790.0
2024-03-13,4.36,4.37,4.41,4.31,40867.46
2024-03-14,4.37,4.39,4.42,4.3,46241.66
2024-03-15,4.37,4.46,4.47,4.35,41696.52
2024-03-18,4.46,4.55,4.56,4.42,41119.8
2024-03-19,4.55,4.53,4.57,4.5,37048.52
2024-03-20,4.53,4.62,4.63,4.5,35774.72
2024-03-21,4.64,4.6,4.64,4.53,31236.2
2024-03-22,4.6,4.52,4.61,4.48,35156.6
2024-03-25,4.5,4.41,4.55,4.4,38146.12
