date,open,close,high,low,volume
2024-01-02,2.73,2.73,2.75,2.71,84307.3
2024-01-03,2.73,2.71,2.73,2.68,86961.9
2024-01-04,2.71,2.7,2.71,2.67,68833.63
2024-01-05,2.7,2.72,2.75,2.67,103034.0
2024-01-08,2.69,2.7,2.71,2.64,67930.03
2024-01-09,2.68,2.69,2.71,2.65,88343.5
2024-01-10,2.67,2.72,2.73,2.64,101034.96
2024-01-11,2.7,2.74,2.77,2.69,93266.3
2024-01-12,2.75,2.73,2.75,2.71,63400.0
2024-01-15,2.71,2.71,2.73,2.67,84431.5
2024-01-16,2.69,2.72,2.72,2.66,68840.73
2024-01-17,2.7,2.72,2.73,2.68,143723.31
2024-01-18,2.69,2.72,2.76,2.65,187718.89
2024-01-19,2.71,2.73,2.83,2.71,190621.18
2024-01-22,2.71,2.64,2.73,2.52,214946.1
2024-01-23,2.61,2.62,2.62,2.4,113499.7
2024-01-24,2.64,2.64,2.66,2.55,83881.1
2024-01-25,2.64,2.64,2.66,2.6,88654.5
2024-01-26,2.64,2.64,2.69,2.64,110424.01
2024-01-29,2.64,2.57,2.66,2.55,98661.0
2024-01-30,2.55,2.49,2.57,2.47,97828.0
2024-01-31,2.5,2.45,2.61,2.45,114910.39
2024-02-01,2.42,2.47,2.49,2.38,87394.48
2024-02-02,2.45,2.46,2.51,2.27,166101.0
2024-02-05,2.44,2.41,2.44,2.26,173614.19
2024-02-06,2.34,2.42,2.45,2.3,131577.0
2024-02-07,2.39,2.18,2.4,2.18,205585.07
2024-02-08,2.12,2.16,2.27,1.96,595676.26
2024-02-19,2.16,2.18,2.22,2.1,274656.15
2024-02-20,2.18,2.17,2.18,2.11,142223.56
2024-02-21,2.14,2.27,2.39,2.12,255803.66
2024-02-22,2.26,2.26,2.27,2.2,119688.93
2024-02-23,2.26,2.31,2.35,2.24,149786.73
2024-02-26,2.3,2.39,2.45,2.28,240516.94
2024-02-27,2.38,2.46,2.49,2.33,179150.39
2024-02-28,2.45,2.36,2.49,2.36,181752.0
2024-02-29,2.34,2.47,2.5,2.31,141464.88
2024-03-01,2.46,2.44,2.48,2.42,89190.0
2024-03-04,2.44,2.41,2.48,2.38,78055.23
2024-03-05,2.42,2.36,2.42,2.36,55681.0
2024-03-06,2.34,2.34,2.38,2.33,66642.34
2024-03-07,2.34,2.34,2.43,2.33,79070.73
2024-03-08,2.34,2.33,2.36,2.3,57943.3
2024-03-11,2.33,2.37,2.39,2.31,62372.5
2024-03-12,2.4,2.47,2.53,2.37,133798.49
2024-03-13,2.45,2.46,2.48,2.42,53554.1
2024-03-14,2.47,2.43,2.47,2.41,41990.24
2024-03-15,2.44,2.46,2.49,2.42,50895.5
2024-03-18,2.47,2.46,2.49,2.43,72912.0
2024-03-19,2.46,2.44,2.47,2.42,88174.0
2024-03-20,2.44,2.47,2.48,2.43,53916.0
2024-03-21,2.47,2.43,2.49,2.39,95564.1
2024-03-22,2.42,2.38,2.44,2.37,69436.0
2024-03-25,2.39,2.38,2.43,2.36,63889.37
2024-03-26,2.38,2.44,2.45,2.37,73236.0
2024-03-27,2.44,2.43,2.48,2.41,95854.91
2024-03-28,2.42,2.52,2.6,2.41,196468.62
2024-03-29,2.47,2.56,2.57,2.44,126217.3
2024-04-01,2.54,2.7,2.73,2.54,219405.16
2024-04-02,2.72,2.7,2.73,2.66,87059.0
2024-04-03,2.68,2.68,2.76,2.65,63042.0
2024-04-08,2.68,2.64,2.72,2.62,96358.6
2024-04-09,2.63,2.69,2.7,2.63,47512.92
2024-04-10,2.7,2.64,2.72,2.64,35478.6
2024-04-11,2.65,2.61,2.66,2.61,40223.0
2024-04-12,2.63,2.6,2.64,2.58,48371.53
2024-04-15,2.63,2.48,2.64,2.46,97907.0
2024-04-16,2.46,2.23,2.47,2.23,134045.0
2024-04-17,2.23,2.37,2.39,2.23,110525.3
2024-04-18,2.42,2.34,2.42,2.31,84210.75
2024-04-19,2.34,2.25,2.35,2.24,87754.2
2024-04-22,2.25,2.25,2.28,2.17,62007.0
2024-04-23,2.24,2.24,2.25,2.18,85777.25
2024-04-24,2.24,2.23,2.26,2.18,113482.6
2024-04-25,2.22,2.26,2.29,2.19,123874.42
2024-04-26,2.25,2.2,2.25,2.16,98535.63
2024-04-29,2.19,2.42,2.42,2.18,155916.0
2024-04-30,2.42,2.34,2.44,2.31,150918.0
2024-05-06,2.4,2.39,2.43,2.35,84336.68
2024-05-07,2.41,2.36,2.41,2.33,73118.5
2024-05-08,2.37,2.29,2.37,2.28,99843.0
2024-05-09,2.32,2.33,2.37,2.3,70956.6
2024-05-10,2.37,2.32,2.37,2.3,57278.6
2024-05-13,2.34,2.27,2.34,2.25,52111.0
2024-05-14,2.27,2.29,2.32,2.26,49635.0
2024-05-15,2.3,2.28,2.32,2.27,50574.7
2024-05-16,2.3,2.35,2.51,2.28,178334.19
2024-05-17,2.4,2.46,2.51,2.35,208090.82
2024-05-20,2.44,2.35,2.44,2.34,176534.0
2024-05-21,2.33,2.3,2.35,2.29,83585.9
2024-05-22,2.32,2.33,2.47,2.3,122982.1
2024-05-23,2.31,2.24,2.31,2.24,122572.64
2024-05-24,2.27,2.22,2.27,2.22,44721.0
2024-05-27,2.22,2.28,2.29,2.19,108014.14
2024-05-28,2.26,2.29,2.37,2.25,112004.0
2024-05-29,2.28,2.33,2.36,2.28,68630.7
2024-05-30,2.34,2.3,2.34,2.29,41344.0
2024-05-31,2.32,2.38,2.42,2.3,154197.9
2024-06-03,2.41,2.36,2.42,2.32,85453.0
2024-06-04,2.34,2.35,2.37,2.3,68992.4
2024-06-05,2.36,2.28,2.37,2.27,107565.46
2024-06-06,2.29,2.26,2.29,2.2,155714.14
2024-06-07,2.26,2.26,2.28,2.2,114872.02
2024-06-11,2.23,2.22,2.24,2.2,84781.96
2024-06-12,2.21,2.0,2.21,2.0,325304.82
2024-06-13,1.91,2.02,2.11,1.91,272608.54
2024-06-14,1.94,2.03,2.07,1.94,204197.56
2024-06-17,2.04,1.98,2.04,1.92,204402.5
2024-06-18,1.97,2.18,2.18,1.9,435221.91
2024-06-19,2.18,2.07,2.21,2.05,222038.29
2024-06-20,2.07,2.28,2.28,2.04,593037.55
2024-06-21,2.21,2.21,2.34,2.2,483891.93
2024-06-24,2.21,2.05,2.22,2.03,266565.0
2024-06-25,2.05,2.06,2.08,1.97,173387.03
2024-06-26,2.06,2.09,2.1,2.02,139978.13
2024-06-27,2.07,2.07,2.08,2.04,67412.0
2024-06-28,2.08,2.1,2.17,2.04,152978.3
2024-07-01,2.1,2.09,2.1,2.05,74174.3
2024-07-02,2.09,2.07,2.14,2.04,120399.3
2024-07-03,2.07,2.07,2.1,2.05,57116.0
2024-07-04,2.06,1.99,2.09,1.99,102730.8
2024-07-05,2.04,2.05,2.19,2.03,195750.7
2024-07-08,2.04,1.94,2.04,1.93,175967.0
2024-07-09,1.98,2.01,2.06,1.95,129414.2
2024-07-10,2.0,1.96,2.03,1.94,158655.0
2024-07-11,1.99,1.98,2.03,1.96,102986.23
2024-07-12,1.99,1.99,2.05,1.97,105670.12
2024-07-15,2.0,1.98,2.0,1.94,91558.3
2024-07-16,1.98,1.98,1.98,1.94,82269.0
2024-07-17,1.98,1.93,1.98,1.93,64182.0
2024-07-18,1.94,1.77,1.94,1.74,348395.61
2024-07-19,1.78,1.78,1.81,1.66,295426.1
2024-07-22,1.76,1.72,1.77,1.7,130396.5
2024-07-23,1.71,1.67,1.74,1.67,145740.9
2024-07-24,1.66,1.56,1.67,1.56,207963.3
2024-07-25,1.53,1.43,1.55,1.42,554238.61
2024-07-26,1.42,1.46,1.47,1.42,281259.02
2024-07-29,1.47,1.52,1.55,1.44,235492.7
2024-07-30,1.53,1.5,1.55,1.49,182476.0
2024-07-31,1.51,1.56,1.57,1.49,137557.19
2024-08-01,1.57,1.56,1.59,1.54,129527.4
2024-08-02,1.57,1.62,1.66,1.55,189745.8
2024-08-05,1.62,1.57,1.63,1.53,186513.0
2024-08-06,1.58,1.55,1.59,1.52,125748.1
2024-08-07,1.55,1.53,1.56,1.51,139476.0
2024-08-08,1.52,1.54,1.59,1.51,123443.02
2024-08-09,1.55,1.56,1.59,1.53,196924.0
2024-08-12,1.58,1.52,1.58,1.51,96920.0
2024-08-13,1.52,1.52,1.53,1.49,79992.0
2024-08-14,1.52,1.51,1.53,1.51,66176.0
2024-08-15,1.53,1.53,1.54,1.48,93620.86
2024-08-16,1.53,1.47,1.53,1.44,185568.6
2024-08-19,1.47,1.45,1.48,1.44,88415.34
2024-08-20,1.47,1.42,1.48,1.42,93628.56
2024-08-21,1.42,1.39,1.42,1.37,152138.6
2024-08-22,1.4,1.35,1.4,1.33,266074.0
2024-08-23,1.35,1.35,1.35,1.3,208080.5
2024-08-26,1.34,1.34,1.37,1.31,146498.3
2024-08-27,1.35,1.31,1.37,1.31,118148.78
2024-08-28,1.32,1.31,1.35,1.3,107916.5
2024-08-29,1.32,1.31,1.33,1.28,164006.3
2024-08-30,1.3,1.37,1.42,1.3,345174.5
2024-09-02,1.37,1.34,1.4,1.34,171775.6
2024-09-03,1.34,1.38,1.39,1.32,146883.09
2024-09-04,1.37,1.35,1.39,1.34,134932.0
2024-09-05,1.36,1.39,1.49,1.34,263884.3
2024-09-06,1.39,1.36,1.42,1.34,212638.97
2024-09-09,1.35,1.35,1.37,1.32,134947.0
2024-09-10,1.37,1.34,1.37,1.31,114528.14
2024-09-11,1.34,1.32,1.34,1.31,99043.12
2024-09-12,1.32,1.33,1.36,1.31,129393.0
