date,open,close,high,low,volume
2019-12-31,,1000.0,,,1516205.33
2020-01-02,1005.6174,1019.7234,1019.9098,1005.6174,2193852.76
2020-01-03,1021.6693,1024.4819,1029.0713,1018.6813,2160583.48
2020-01-06,1019.9989,1027.2773,1040.1404,1019.9989,2663011.81
2020-01-07,1025.6627,1043.0833,1043.0833,1019.8577,2675921.67
2020-01-08,1035.8362,1051.1599,1059.4361,1034.5129,3207626.5
2020-01-09,1060.5802,1078.3117,1081.4038,1060.5802,2843420.95
2020-01-10,1082.3097,1076.4379,1088.5431,1076.4379,2515474.87
2020-01-13,1076.7616,1105.8481,1105.8481,1069.7789,2466259.19
2020-01-14,1107.7757,1118.3063,1133.8986,1107.7757,3262463.82
2020-01-15,1113.2521,1114.7655,1120.3455,1105.5754,2420464.21
2020-01-16,1116.5084,1154.3028,1161.4769,1116.5084,3085287.99
2020-01-17,1159.372,1238.6638,1252.5561,1159.372,5873596.71
2020-01-20,1239.4391,1240.5094,1270.3586,1208.6903,5202591.97
2020-01-21,1233.6459,1195.0142,1247.8409,1194.7968,4206788.73
2020-01-22,1178.7835,1244.5246,1247.6097,1157.2903,4794740.04
2020-01-23,1219.2328,1202.1022,1262.4357,1177.0936,4425934.37
2020-02-03,1018.276,1030.5503,1082.7892,1015.5965,5466543.16
2020-02-04,1049.9556,1153.2316,1153.2316,1049.9556,5286206.05
2020-02-05,1166.9733,1203.6128,1240.3675,1166.9733,5860213.39
2020-02-06,1191.7314,1238.7573,1251.8427,1191.7314,5589981.66
2020-02-07,1240.0377,1307.7568,1307.7568,1234.2337,5664784.58
2020-02-10,1310.5262,1322.2502,1336.5258,1293.4299,5932906.94
2020-02-11,1318.4202,1283.5724,1318.4202,1266.2142,5037530.86
2020-02-12,1274.7963,1348.7019,1360.549,1274.7963,4763905.79
2020-02-13,1360.1289,1360.7094,1409.6835,1353.0449,6144055.01
2020-02-14,1359.3728,1327.224,1382.9554,1305.9737,5310166.42
2020-02-17,1332.9652,1381.5532,1381.5532,1332.9652,4969888.92
2020-02-18,1381.583,1399.3841,1404.7123,1372.5255,4905608.71
2020-02-19,1398.7812,1373.4439,1412.1691,1373.4439,4783190.39
2020-02-20,1377.7562,1348.3377,1390.0194,1321.7335,4222266.19
2020-02-21,1337.5566,1346.8628,1373.6669,1337.5566,4475454.98
2020-02-24,1341.9878,1351.7098,1359.2267,1328.7467,4199988.2
2020-02-25,1312.4786,1367.3683,1371.5759,1312.4786,4611598.76
2020-02-26,1348.075,1288.2418,1361.0063,1286.3453,5015814.02
2020-02-27,1293.1869,1264.9407,1293.1869,1251.4512,5032823.38
2020-02-28,1206.858,1191.0548,1231.0944,1187.0962,5132083.97
2020-03-02,1202.9589,1252.6243,1259.0764,1194.9372,4979736.01
2020-03-03,1278.2685,1285.0342,1332.8353,1272.0626,5122939.27
2020-03-04,1268.834,1255.7232,1277.686,1226.8024,3819524.08
2020-03-05,1277.706,1264.7876,1277.706,1246.7144,4312615.62
2020-03-06,1246.0962,1243.3725,1255.074,1237.6234,3261213.4
