date,open,close,high,low,volume
2019-01-02,2497.8805,2465.291,2500.2783,2456.4233,109932013.0
2019-01-03,2461.7829,2464.3628,2488.479,2455.9256,124397497.0
2019-01-04,2446.0193,2514.8682,2515.316,2440.9066,168877667.0
2019-01-07,2528.6987,2533.0887,2536.9775,2515.5083,177305010.0
2019-01-08,2530.3001,2526.4622,2531.345,2520.1648,158099181.0
2019-01-09,2536.4173,2544.3449,2574.4079,2536.157,191887930.0
2019-01-10,2543.8534,2535.0985,2551.8257,2531.6638,159874326.0
2019-01-11,2539.5487,2553.8313,2554.7869,2533.3586,149444100.0
2019-01-14,2553.3284,2535.7653,2556.2939,2533.0101,144825464.0
2019-01-15,2537.3697,2570.3449,2571.5016,2532.4333,160265530.0
2019-01-16,2569.0697,2570.4221,2574.2362,2563.0061,149301539.0
2019-01-17,2573.5755,2559.637,2582.556,2557.7114,162468134.0
2019-01-18,2567.7386,2596.0056,2598.8836,2565.9043,190767237.0
2019-01-21,2599.0575,2610.5094,2618.9801,2599.0575,163425115.0
2019-01-22,2609.6421,2579.7041,2609.6421,2573.0617,152537773.0
2019-01-23,2575.2583,2581.0041,2589.5128,2572.4054,131426798.0
2019-01-24,2584.6481,2591.6935,2597.2894,2569.7004,154042046.0
2019-01-25,2596.2618,2601.7234,2617.0022,2595.6294,159394026.0
2019-01-28,2615.7118,2596.9767,2630.3183,2591.1,146981765.0
2019-01-29,2592.3549,2594.2536,2601.7358,2559.982,155581112.0
2019-01-30,2584.7459,2575.5756,2598.815,2575.4091,120502571.0
2019-01-31,2581.3315,2584.5724,2606.6283,2571.5789,154303869.0
2019-02-01,2597.7777,2618.2323,2618.4765,2590.5543,131986850.0
2019-02-11,2613.1742,2653.896,2654.0964,2613.1742,154898858.0
2019-02-12,2654.0349,2671.8937,2674.4778,2648.8295,184101179.0
2019-02-13,2674.5198,2721.0683,2727.075,2666.522,243794010.0
2019-02-14,2715.5358,2719.6999,2729.455,2707.4865,197037349.0
2019-02-15,2712.7862,2682.385,2715.6321,2679.7849,196004265.0
2019-02-18,2699.8171,2754.3566,2754.3566,2699.8171,260436007.0
2019-02-19,2759.496,2755.6459,2780.7837,2737.5864,288046271.0
2019-02-20,2761.0588,2761.2189,2767.4109,2739.9783,245972527.0
2019-02-21,2759.9383,2751.8012,2794.0131,2744.9762,298649969.0
2019-02-22,2749.4615,2804.2262,2804.2262,2736.3324,301481411.0
2019-02-25,2838.3896,2961.2834,2961.7951,2838.3896,528658590.0
2019-02-26,2969.0976,2941.5163,2995.6762,2938.6227,565557967.0
2019-02-27,2939.9287,2953.8242,2997.4882,2924.6432,474976453.0
2019-02-28,2950.0548,2940.9538,2965.3037,2930.195,350206602.0
2019-03-01,2954.4021,2994.005,2994.005,2930.8345,345786200.0
2019-03-04,3015.9427,3027.5755,3090.7959,3006.9417,525649436.0
2019-03-05,3019.8797,3054.2466,3054.9617,3009.4476,424142529.0
2019-03-06,3060.4327,3102.0991,3103.8251,3050.1113,555006365.0
2019-03-07,3103.6677,3106.4179,3129.9395,3074.9784,583817065.0
2019-03-08,3038.3362,2969.8614,3075.0461,2969.5815,577855473.0
2019-03-11,2969.0802,3026.9925,3028.2543,2963.5834,426213029.0
2019-03-12,3049.0844,3060.3073,3093.3913,3029.8999,511173158.0
2019-03-13,3062.3267,3026.9513,3065.2884,3013.9319,453214625.0
2019-03-14,3013.597,2990.685,3041.1557,2968.8237,373141798.0
2019-03-15,3000.8789,3021.7512,3048.1212,2999.4317,341206139.0
2019-03-18,3027.8012,3096.4176,3096.4176,3009.5071,397797179.0
2019-03-19,3099.8971,3090.975,3113.4325,3076.3627,350908860.0
2019-03-20,3084.1704,3090.6403,3102.5203,3053.4519,358557505.0
2019-03-21,3094.1247,3101.455,3125.0192,3086.85,414251182.0
2019-03-22,3100.7264,3104.1487,3107.2754,3064.884,364848346.0
2019-03-25,3058.8016,3043.0313,3086.9961,3041.9504,380278762.0
2019-03-26,3057.559,2997.0954,3062.6896,2988.4905,353498021.0
2019-03-27,3012.2573,3022.7196,3022.7623,2987.7717,291390357.0
2019-03-28,3009.7988,2994.9434,3025.7789,2991.7789,288106425.0
2019-03-29,3000.6783,3090.758,3093.0329,2999.9866,375082991.0
2019-04-01,3111.6619,3170.361,3176.6221,3111.6619,466124693.0
2019-04-02,3183.2736,3176.8227,3193.2717,3164.9066,447068981.0
2019-04-03,3159.1468,3216.2952,3219.2564,3152.3319,430548635.0
2019-04-04,3233.6886,3246.5714,3254.1401,3216.8545,469117669.0
2019-04-08,3271.2722,3244.8103,3288.4531,3210.5151,504518403.0
2019-04-09,3240.3938,3239.6639,3251.6458,3215.7048,364169997.0
2019-04-10,3224.6454,3241.9299,3264.7778,3204.8785,380134408.0
2019-04-11,3241.5474,3189.9619,3254.1259,3185.546,353031879.0
2019-04-12,3184.8595,3188.6256,3199.278,3168.0421,289788996.0
2019-04-15,3233.4583,3177.7866,3253.9763,3177.2698,348809785.0
2019-04-16,3164.3969,3253.5978,3253.5978,3153.2062,357918752.0
2019-04-17,3250.1518,3263.1179,3275.3335,3239.8048,357541796.0
2019-04-18,3261.0742,3250.2012,3271.3878,3241.8257,325539942.0
2019-04-19,3250.1452,3270.7973,3274.3347,3226.8124,315198004.0
2019-04-22,3278.4906,3215.0426,3279.4894,3206.878,353217387.0
2019-04-23,3211.8719,3198.5938,3231.5815,3186.7569,328361207.0
2019-04-24,3203.5588,3201.6137,3210.6508,3156.607,274872164.0
2019-04-25,3190.5851,3123.8261,3193.7494,3123.0258,325879129.0
